0,1,2,3,4,5,6,7,8
배를 부풀릴 때마다 크게 꾸르르르륵 이런 소리가 나요  ,밥을 안 먹었을 때 주로 나는 것 같아요   배를 부풀리면서 숨을 쉬면 물소리랑 꾸르르를 소리랑 같이 나요    왜 이럴까요,호흡기내과,코로나 검사하고 목이 자꾸 아프네요,코로나검사할때 엄청 깊게 집어넣어서 처음에 목이 엄청 아팠거든요 지금 검사한지  시간 경과됐는데 이거 그냥 일시적인걸까요  아니면 오미크론일까요  부모님중 한분이 목감기가 걸려서 키트로 진단했더니 양성결과 나와서 검사받은겁니다 제가 아주어렷을때 독감걸리고선 중 까지 가벼운감기라도 걸린적이 없거든요 면역력이 강하면 감염되지않겠죠 ,호흡기내과,어떤 병 증상일까요 ,어제 오전부터 근육통 시작되었고 오후  시쯤 심박수가 증가하더니    이상에서 내려가지 않고 열도 났습니다  그래서 타이레놀 먹고 좀 버틴 다음 자려고 했는데 잠이 잘 안오고 자다가 깨다가를 반복해서 오늘 오전  시쯤 응급실에 가서 검사를 받았습니다  일단 수액을 맞고 진통제 맞고 피검사 하고 ct찍고 심전도 찍고 엑스레이 찍고 했는데 정상으로 나왔습니다  그래서 수액을 다맞고 오전  시에 집으로 갔습니다  집에 도착 후   시부터   시까지 자고 일어났고 좀 괜찮다가 죽을 먹고 누웠는데 열이 다시 올라오고 물똥과 함께 좀 어지럽고 근육통도 다시 심해져 지금 타이레놀을 먹고 난 후 방금 또 죽을 먹고 나서 글을 쓰고 있습니다  심박수는 아직도    정도 되고요  심각한 병이 아닐까 하는 불안감이 있습니다   어떤 병을 추측할 수 있을까요    참고로 오늘 새벽 구급차에 타서 체온을 재보니     도가 나왔습니다 ,호흡기내과
두통 매스꺼움,제가 코로나 걸리고 완치된지 한달 정도 됐는데요 코로나 완치 된 후에도 계속 마른기침에 가래가 심했었는데 어젠 갑자기 자다가 머리가 깨질 듯이 아프고 속이 토할거처럼 엄청 울렁거려서 잠도 못잤었는데 이거 코로나 후유증인가요  아님 병원 가보는게 맞는건가요,호흡기내과, 차 백신 부작용 질문이요 급해여  ,화이자  차 백신 맞은 후에 기침과 콧물  가래 현상있고  더불어서 겨드랑이  가슴통증이 있습니다 특이하게도 아랫배 아래  거기 털나는 쪽 서혜부  사타구니  멍든 것처럼 아프고 살짝 부었는데 이것도  차 부작용인가요   급합니다   ,호흡기내과,독감 예방 주사   자궁경부암 주사   실신   ,제가 독감이랑 자궁경부암  차를 같이 맞앗는데염   독감을 먼저 맞구 쉬는 타임앖이 그냥 바로 자궁경부암을 맞앗거던여 근데 맞자마자 시야가 거메 지더니 그대로 쓰러져서 일반정도 지나서 일어낫대요 근데 사실 전 기억이 없어양 히히 암튼 그래서 큰병우  에 갓더니 미주신경실신이라던가 그거 일수도  있대욤 같이 맞는거랑은 아무 상관이 없는건가영,호흡기내과
기침이 심한테 코데인 추가복용해도 될까요  ,안녕하세요  먼저 답변 감사드립이다   기침으로 인해서 코데인 복용중인데 의사선생님 지시없이 증량해도 되는지 싶어서 문의드립니다     기침시작 무렵에는 일상생활이 어려울정도로 기침을해서 하루  정 복용하였고 점차 기침이 좋아지며 코데인을 줄여서 지금은 아침에  정만 복용해도 기침을 덜했는데 몇일전부터 기침이 점차 심해지면서 일상생활에 조금씩 지장을 주고있어 조금 나아질때까지  정정도 증량해도 되는지 궁금합니다     다음 외래까지  주가 남은 상황이라서 질문드립니다 ,호흡기내과,코로나   의심증상인가요 ,열은 안나는데 몸이 무기력하고 기침도 가끔 해요 항상 목이 칼칼하다는 느낌   이곳저곳 근육통도 있고요  단순 몸살감기인지 코로나  인지 모르겠네요   검사를 받아봐야할까요 ,호흡기내과,헬리코박터균에 대해,안녕하세요 아빠가 건강검진을 받으셨는데 헬리코박터균     이라는 게 발견이 됐대요  이게 뭔가요  그리고 치료법이 있나요 ,호흡기내과
독감인플루엔자 다른회사접종, 개월때  차 보령바이오파마  개월  차 코박스플루 인데 괜찮을까요 ,호흡기내과,코로나 증상인가요,열은 나는지 안나는지 모르겠어요 목이 부었고 기침은 마른기침이 주로나는데 가래기침도 조금 나고 귀가 조금 먹먹해요 머리는 안아픈데 그렇다고 말짱한것도 아니고 콧물이 자꾸 나요 오늘 코로나 검사 받고왔긴 했는데 결과가 내일 나와서요 양성일까요 ,호흡기내과,서있다가 갑자기 뒷목이 아프면서 불타는것같아요  머리는 어지럽고 시야가 흐릿해지고 매스껍고 호흡이 가빠지면서 견디기힘들어져요  그럴때 눕거나 앉,서있다가 갑자기 뒷목이 아프면서 불타는것같아요  머리는 어지럽고 시야가 흐릿해지고 매스껍고 호흡이 가빠지면서 견디기힘들어져요  그럴때 눕거나 앉으면 괜찮아집니다  평소에도 후두부쪽에 땡기고 타는듯한 통증이 주기적으로 있습니다 원인을 알고싶습니다,호흡기내과
호흡기 내과,폐가 아프면서 숨이 안셔졌다가 한시간 정도 후에 어느정도 괜찮아 졌습니다 병원을 가려하는데 호흡기 내과는 근처에 없어 그냥 내과로 가려고 하는데 상관없을까요 ,호흡기내과,백신 차 부작용,안녕하세요   살이고 오늘로 백신 차를 맞은지  일차인데요 뭔가 호흡을 할때 쪼금 답답하다  그런 느낌입니다 기분 탓이겠거니 했는데 뭔가 이젠 아닌 느낌 입니다 코로 숨쉴때 뭔가 가슴에 답답한 느낌 이라 불안하네요 심장내과등 검사를 받아야 하는데 만약 질환이 있을시 어떤질환에 의심을 하면 되나요  추가적으로 뭔가 누워 있을때 잘 느껴져요,호흡기내과,모더나 접종 간격,모더나  차를  월   일에 접종하고 부작용을 거의 한달가량 느끼고  차 접종날짜가 됐지만 일단 몸이 안정될 때 까지  차 접종은 하지 않을겁니다 모더나  차 접종간격이    주 사이를 권고하던데  주를 더 넘긴 후에  차를 맞아도 상관이 없는건가요  모더나는    주를 권고한다는 답변말고  그 기간을 넘긴 뒤 접종했을 시 생기는 문제점이 궁금합니다,호흡기내과
잠복기간 음성  심한 증상,친언니가 확진이라 밀접접촉자여서 격리 중입니다   일 째 자가키트 결과는 음성인데 증상이 점점 심해지고 있습니다  오한  미열  약간의 두통부터 시작해서 현재는 발열  인후통  기침  가래  심한 두통이 지속되고 있습니다  잠복기간에 음성인데  증상이 심해지는 경우가 있나요 ,호흡기내과,델타 변이 바이러스와 독감 바이러스,델타 변이 바이러스가 독감 바이러스보다 치명율이   배정도 높지 않나요 ,호흡기내과, 차 백신 접종후 감기약,     일 화이자로 백신 차 접종을 했습니다  계속 몸살기운도 있고 해서 타이레놀만 복욕했는데요  어제 저녁부터 코가 막히고 콧물이 심해서 숨을 쉴수가 없는 상태입니다  엑스콜드에프 라는 감기약을 먹어도 될까요  지금 사무실에 이것 밖에 없어서요    알려주세요,호흡기내과
안녕하세요  평소 스트레스가 심한 직종이라 역류성식도염을 달고사는데요  기침한지도  개월 좀 넘은거같습니다  최근 코로나 확진으로 기침이 더 심,안녕하세요  평소 스트레스가 심한 직종이라 역류성식도염을 달고사는데요   기침한지도  개월 좀 넘은거같습니다   최근 코로나 확진으로 기침이 더 심해졌고 지금은  주일정도 지나 좀 괜찮아진 상태인데요  기침은 아직도 안멎는데 최근들어 숨쉴때 소리가 납니다  진료 받아야,호흡기내과,제가 코로나인가요 ,안녕하세요 이제 중학교 올라가는   살 남학생입니다  제가 다니는 학원 같은 시간 같은반에서 확진자가 나와서  일전에 검사를 해서 어제 음성판정으로 나왔습니다  근데 오늘 갑자기 열 기침 가래 목아픔이 생겼는데 코로나인가요 감기인가요 ,호흡기내과,기도에 음식물 넘어갓쉉요   ,제가 진짜 잘 넘어가는 스타일에 사램인데 맨날 물마시다 들어가는디야 이번엔 밥풀 한 개가 들어가버려서 기침하다가 말았거등요    심각한건지요      오늘 아침에 졸려서 무의식적 로 먹다가 넘어갔읍니다  잠 다 깼다   ,호흡기내과
코로나 음성인데요  주동안 열이 나요,코로나 음성인데요  주동안 열이 계속     에서    등 열이 계속 올라가 있어요 매일매일이요 그리고  주이상 마른기침이 조금씩 나보 가래가 있는 느낌이에요 또한 갈비뻐 쪽 폐가 뻐근한 느낌 이고 지금 갑자기 가운데 가슴이 엄청 아파요 가만히 있어도 아프고 숨을 쉴때 기침이 나올것 같은 느낌이에요 목이 아프고 그런건 없어요,호흡기내과,코로나 관련 사항 질문,  제가 코로나  차 접종을     년  월달에 맞앗고      년  월  일에확진판정양성   일날 재택치료 풀리고  올해  월달   일에  차 백신 부스터 맞앗습니다   이러면 효력이 생기나요   항체가 생겼기 때문에 말입니다    백신맞으면 효력 많이생기고더불어 항체도 생겼깄때문에  안심해도 될까요 ,호흡기내과,독감 a형간염,독감을 맞을려고 하는데  꼭 a형 간염주사  주후에 맞아야 되는건가요   ,호흡기내과
코로나 증상 완화시,코로나에 걸려서 기침 가래 인후통이 심해서  일치 약을 처방받고 다 복용했습니다  증상이 많이 호전되었지만 기침하고 가래가 있고  평소에 비염이 심해서 코막히는 증상이 있어서 다른 병원에서 약을 새로 처방받아서  회정도 복용했는데 속쓰림이 너무 심해서 입맛도 없고 답답한 느낌이 심합니다  기침도 심하지 않고 나아지고 있는데 약을 안먹어도 괜찮을까요  그냥 감기였다면 약 안먹을텐데 코로나라서 무섭네요    답변 부탁드립니다  ,호흡기내과,기관지내시경 질문드립니다 ,혈담이 지속적으로 나와 동내내과서 저선량CT를 찍었습니다 선생님께서 CT상 너무 깨끗하다고 하셨고 조영제ct는 찍을필요가 없다고 하셨습니다  그뒤로도 혈담이 나와 동내내과를 방문해서 대학병원에서 기관지내시경을 해보고싶다고 해서 대학병원에서 기관지내시경을 진행하였습니다  기관지내시경상도 깨끗하다고 가래가 조금있어서 그것만 깨끗이 긁어냈다고 하셨고 세척검사만 진행한다고 하셨습니다  세척검사는 무엇을 보는 검사인가요  일주일정도 소요된다고 하셨습니다  기침은 없고 혈담은 아침에만 가끔 나오는데 제가 비염이 있어서 잘때 코가 넘어 오는걸 느낍니다  피가 나온날은 코에 소량의 피가 꼭있습니다 ,호흡기내과,목감기 걸렸습니다,목감기 인데 타이레놀 먹어도 될까요 ,호흡기내과
  살 아들이 작년여름 대상포진이 와서 고생하고 겨울에는 군신체검사에서 결핵보균자라는 진단이 나와 결핵약을먹고 치료를 했답니다 치료는올초에마무리,  살 아들이 작년여름 대상포진이 와서 고생하고 겨울에는 군신체검사에서 결핵보균자라는 진단이 나와 결핵약을먹고 치료를 했답니다 치료는올초에마무리했고  월에 군에 입대를하는데몸이 약해서 홍삼이나보약을 먹이려고 하는데 바로 먹여도 되는지 궁금합니다 ,호흡기내과,수면무호흡증인가요 ,갤럭시워치  차고 잤는데 평소에는 쭉    이상이거나    미만 떠도 몇초밖에 안 떴는데 오늘은   퍼센트대까지 떨어졌네요    코골이는 감지 안됐고 한달에 한 두번 골까말까예요,호흡기내과,과호흡 증상인가요 ,스트레스 받는 상황이 되면 몸이 굳고 온몸에 쥐 난것처럼 찌릿찌릿거립니다 거기에다 호흡까지 가빠지고 어지러움을 호소하게 되면서 잘 서있지 못하게 되기도 하고 스트레스 받는 상황이 끝나고   분 정도가 지나야 몸에 진동과 굳음이 풀리고 호흡도 정상으로 돌아와요  과호흡 증상인가요   ,호흡기내과
코로나 걸렸는데 냄새를 못 맡는데 깊게 숨 쉬면 타이어랑 휘발유 섞은 거 같은 역한 냄새가 나요 평상시처럼 숨 쉬면 머리가 지끈거리고 냄새가 너,코로나 걸렸는데 냄새를 못 맡는데 깊게 숨 쉬면 타이어랑 휘발유 섞은 거 같은 역한 냄새가 나요 평상시처럼 숨 쉬면 머리가 지끈거리고 냄새가 너무 역해서 구역질나고 구토도 했어요 이것도 증상이라면 어떻게 치료해야하나요 ,호흡기내과,   살려주새요,지금 밥 먹고 나서부터 배 그냥 전체가 숨쉬기 힘들 정도로 아픈데 이거 어케해요 약 사러가고 싶은데 진짜 디질거가태요 아 슬려주더,호흡기내과,폐렴주사 접종주기가 어찌되나요 , 년에 한번 맞는건가요 ,호흡기내과
